中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
192.9.139.160,443,192.9.139.160,US,San Jose,中转,26 ms,808 Mbps,103424 kB/s,103424.0
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,34 ms,751 Mbps,96153 kB/s,96153.0
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,34 ms,732 Mbps,93696 kB/s,93696.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,676 Mbps,86630 kB/s,86630.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,33 ms,603 Mbps,77209 kB/s,77209.0
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,39 ms,584 Mbps,74854 kB/s,74854.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,36 ms,444 Mbps,56934 kB/s,56934.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,54 ms,394 Mbps,50483 kB/s,50483.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,143 ms,191 Mbps,24473 kB/s,24473.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,127 ms,185 Mbps,23756 kB/s,23756.0
144.21.35.132,443,2606:f240:f00:2be4:0:bf45:a60f:3c82,US,Munich,隧道,179 ms,160 Mbps,20582 kB/s,20582.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,139 ms,140 Mbps,18022 kB/s,18022.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,146 ms,134 Mbps,17203 kB/s,17203.0
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,184 ms,105 Mbps,13516 kB/s,13516.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,186 ms,78 Mbps,9992 kB/s,9992.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,185 ms,45 Mbps,5834 kB/s,5834.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,129 ms,41 Mbps,5350 kB/s,5350.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,138 ms,41 Mbps,5301 kB/s,5301.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,134 ms,41 Mbps,5291 kB/s,5291.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,137 ms,40 Mbps,5215 kB/s,5215.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,131 ms,33 Mbps,4295 kB/s,4295.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,186 ms,33 Mbps,4277 kB/s,4277.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,54 ms,6 Mbps,816 kB/s,816.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,128 ms,1 Mbps,192 kB/s,192.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,197 ms,1 Mbps,159 kB/s,159.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,191 ms,0 Mbps,111 kB/s,111.0
