中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,773 Mbps,99020 kB/s,99020.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,67 ms,468 Mbps,60006 kB/s,60006.0
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,70 ms,419 Mbps,53657 kB/s,53657.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,370 Mbps,47411 kB/s,47411.0
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,86 ms,357 Mbps,45772 kB/s,45772.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,55 ms,348 Mbps,44544 kB/s,44544.0
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,324 Mbps,41574 kB/s,41574.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,311 Mbps,39833 kB/s,39833.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,299 Mbps,38297 kB/s,38297.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,288 Mbps,36966 kB/s,36966.0
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,69 ms,276 Mbps,35430 kB/s,35430.0
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,69 ms,253 Mbps,32460 kB/s,32460.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,250 Mbps,32051 kB/s,32051.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,231 Mbps,29593 kB/s,29593.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,120 Mbps,15360 kB/s,15360.0
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,196 ms,75 Mbps,9680 kB/s,9680.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,231 ms,54 Mbps,6975 kB/s,6975.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,47 Mbps,6034 kB/s,6034.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,46 Mbps,5958 kB/s,5958.0
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,169 ms,41 Mbps,5371 kB/s,5371.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,39 Mbps,5102 kB/s,5102.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,31 Mbps,3992 kB/s,3992.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,196 ms,24 Mbps,3182 kB/s,3182.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,10 ms,8 Mbps,1069 kB/s,1069.0
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,215 ms,3 Mbps,478 kB/s,478.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,3 Mbps,423 kB/s,423.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,209 ms,0 Mbps,67 kB/s,67.0
