中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,808 Mbps,103424 kB/s,103424.0
35.230.79.26,443,35.212.186.181,US,Seattle,隧道,51 ms,508 Mbps,65024 kB/s,65024.0
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,48 ms,495 Mbps,63385 kB/s,63385.0
35.197.23.75,443,35.212.186.181,US,Seattle,隧道,50 ms,486 Mbps,62259 kB/s,62259.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,48 ms,438 Mbps,56115 kB/s,56115.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,422 Mbps,54067 kB/s,54067.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,411 Mbps,52633 kB/s,52633.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,51 ms,384 Mbps,49152 kB/s,49152.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,383 Mbps,49049 kB/s,49049.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,60 ms,262 Mbps,33587 kB/s,33587.0
141.148.224.123,443,141.148.224.123,NL,Amsterdam,中转,119 ms,222 Mbps,28467 kB/s,28467.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,212 Mbps,27238 kB/s,27238.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,211 Mbps,27033 kB/s,27033.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,185 Mbps,23756 kB/s,23756.0
143.47.178.5,443,143.47.178.5,NL,Amsterdam,中转,96 ms,185 Mbps,23756 kB/s,23756.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,154 ms,156 Mbps,20070 kB/s,20070.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,147 Mbps,18841 kB/s,18841.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,52 Mbps,6668 kB/s,6668.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,113 ms,49 Mbps,6371 kB/s,6371.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,109 ms,49 Mbps,6346 kB/s,6346.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,98 ms,49 Mbps,6317 kB/s,6317.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,38 Mbps,4948 kB/s,4948.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,210 ms,38 Mbps,4871 kB/s,4871.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,193 ms,37 Mbps,4811 kB/s,4811.0
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Paris,隧道,258 ms,28 Mbps,3674 kB/s,3674.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,153 ms,22 Mbps,2895 kB/s,2895.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,212 ms,14 Mbps,1815 kB/s,1815.0
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,203 ms,10 Mbps,1310 kB/s,1310.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,939 kB/s,939.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,3 Mbps,473 kB/s,473.0
129.146.46.164,443,129.146.46.164,322 Mbps,41267 kB/s,,,,,
