中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,816 Mbps,104448 kB/s,104448.0
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,376 Mbps,48128 kB/s,48128.0
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,90 ms,365 Mbps,46796 kB/s,46796.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,364 Mbps,46592 kB/s,46592.0
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,69 ms,334 Mbps,42803 kB/s,42803.0
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,70 ms,304 Mbps,39014 kB/s,39014.0
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,69 ms,297 Mbps,38092 kB/s,38092.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,276 Mbps,35328 kB/s,35328.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,79 ms,268 Mbps,34406 kB/s,34406.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,264 Mbps,33792 kB/s,33792.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,257 Mbps,32972 kB/s,32972.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,89 ms,231 Mbps,29593 kB/s,29593.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,135 Mbps,17305 kB/s,17305.0
193.123.164.128,443,152.70.104.125,JP,Tokyo,隧道,169 ms,116 Mbps,14950 kB/s,14950.0
130.162.145.204,443,161.118.130.45,KR,Seoul,隧道,190 ms,73 Mbps,9400 kB/s,9400.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,100 ms,49 Mbps,6333 kB/s,6333.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,49 Mbps,6328 kB/s,6328.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,44 Mbps,5675 kB/s,5675.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,163 ms,43 Mbps,5614 kB/s,5614.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,39 Mbps,5111 kB/s,5111.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,35 Mbps,4534 kB/s,4534.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,198 ms,33 Mbps,4325 kB/s,4325.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,204 ms,30 Mbps,3902 kB/s,3902.0
8.219.97.136,443,8.219.116.219,SG,Los Angeles,隧道,228 ms,16 Mbps,2124 kB/s,2124.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,2 ms,7 Mbps,977 kB/s,977.0
