中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,735 Mbps,94105 kB/s,94105.0
35.197.23.75,443,35.212.209.228,US,Seattle,隧道,35 ms,715 Mbps,91545 kB/s,91545.0
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,34 ms,700 Mbps,89702 kB/s,89702.0
35.230.79.26,443,35.212.209.228,US,Seattle,隧道,37 ms,660 Mbps,84582 kB/s,84582.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,46 ms,540 Mbps,69120 kB/s,69120.0
184.169.181.217,443,184.169.181.217,US,Portland,中转,38 ms,501 Mbps,64204 kB/s,64204.0
129.146.46.164,443,129.146.46.164,,colo.txt:Portland,中转,0 ms,251 Mbps,32153 kB/s,32153.0
152.70.155.147,443,152.70.155.147,US,Phoenix,中转,57 ms,238 Mbps,30515 kB/s,30515.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,122 ms,210 Mbps,26931 kB/s,26931.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,151 ms,168 Mbps,21606 kB/s,21606.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,140 ms,155 Mbps,19865 kB/s,19865.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,149 ms,148 Mbps,19046 kB/s,19046.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,31 ms,97 Mbps,12492 kB/s,12492.0
8.219.88.129,443,8.219.96.61,SG,Singapore,隧道,186 ms,79 Mbps,10137 kB/s,10137.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,216 ms,69 Mbps,8874 kB/s,8874.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,54 ms,62 Mbps,8032 kB/s,8032.0
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,127 ms,45 Mbps,5851 kB/s,5851.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,136 ms,44 Mbps,5742 kB/s,5742.0
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,217 ms,44 Mbps,5681 kB/s,5681.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,125 ms,43 Mbps,5531 kB/s,5531.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,134 ms,42 Mbps,5402 kB/s,5402.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,168 ms,39 Mbps,5108 kB/s,5108.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,162 ms,39 Mbps,5050 kB/s,5050.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,129 ms,36 Mbps,4638 kB/s,4638.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,210 ms,13 Mbps,1747 kB/s,1747.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,54 ms,7 Mbps,958 kB/s,958.0
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,192 ms,0 Mbps,9 kB/s,9.0
