中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,840 Mbps,107520 kB/s,107520.0
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,71 ms,375 Mbps,48025 kB/s,48025.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,360 Mbps,46080 kB/s,46080.0
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,69 ms,354 Mbps,45363 kB/s,45363.0
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,73 ms,314 Mbps,40243 kB/s,40243.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,308 Mbps,39526 kB/s,39526.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,300 Mbps,38400 kB/s,38400.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,103 ms,272 Mbps,34816 kB/s,34816.0
152.70.56.11,443,163.123.193.3,DE,Frankfurt,隧道,100 ms,270 Mbps,34611 kB/s,34611.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,73 ms,262 Mbps,33587 kB/s,33587.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,217 Mbps,27852 kB/s,27852.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,213 Mbps,27340 kB/s,27340.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,149 Mbps,19148 kB/s,19148.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,166 ms,136 Mbps,17510 kB/s,17510.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,242 ms,68 Mbps,8807 kB/s,8807.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,51 Mbps,6532 kB/s,6532.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,44 Mbps,5729 kB/s,5729.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,167 ms,43 Mbps,5558 kB/s,5558.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,186 ms,43 Mbps,5558 kB/s,5558.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,37 Mbps,4858 kB/s,4858.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,7 ms,4 Mbps,637 kB/s,637.0
129.146.46.164,443,129.146.46.164,280 Mbps,35840 kB/s,,,,,
