中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,703 Mbps,90009 kB/s,90009.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,427 Mbps,54681 kB/s,54681.0
43.153.103.203,443,43.153.103.203,US,San Jose,中转,60 ms,401 Mbps,51404 kB/s,51404.0
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,71 ms,368 Mbps,47104 kB/s,47104.0
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,75 ms,368 Mbps,47104 kB/s,47104.0
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,70 ms,364 Mbps,46592 kB/s,46592.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,67 ms,330 Mbps,42291 kB/s,42291.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,324 Mbps,41472 kB/s,41472.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,256 Mbps,32870 kB/s,32870.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,255 Mbps,32665 kB/s,32665.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,252 Mbps,32358 kB/s,32358.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,204 Mbps,26112 kB/s,26112.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,125 Mbps,16076 kB/s,16076.0
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,173 ms,45 Mbps,5779 kB/s,5779.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,44 Mbps,5751 kB/s,5751.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,165 ms,44 Mbps,5657 kB/s,5657.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,40 Mbps,5230 kB/s,5230.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,174 ms,40 Mbps,5216 kB/s,5216.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,40 Mbps,5166 kB/s,5166.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,238 ms,20 Mbps,2572 kB/s,2572.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,230 ms,10 Mbps,1310 kB/s,1310.0
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,214 ms,10 Mbps,1288 kB/s,1288.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,9 ms,3 Mbps,467 kB/s,467.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,3 Mbps,394 kB/s,394.0
